"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20160000571","35304","9276"
"T20160000647","41762","5995"
"T20160000650","795","6010"
"T20160000666","57777","103980"
"T20160000683","68223","5729"
"T20160000764","35800","3135"
"T20160000776","44909","9138"
"T20160000795","40752","5615"
"T20160000834","34518","9005"
"T20160000873","298427","8590"
"T20160000889","50006","7722"
"T20160000892","70994","102763"
"T20160000934","36645","9274"
"T20160000980","43567","6769"
"T20160000986","227113","101320"
"T20160001019","1195","7845"
"T20160001073","1172","6535"
"T20160001123","65785","5276"
"T20160001156","36094","102197"
"T20160001202","596","103566"
"T20160001223","34725","106094"
"T20160001236","257900","4183"
"T20160001288","1086","6855"
"T20160001294","42746","6207"
"T20160001329","35431","1016"
"T20160001333","299841","2113"
"T20160001340","49181","1164"
"T20160001343","302787","101128"
"T20160001345","228","9406"
"T20160001375","57542","5771"
"T20160001375","57542","104334"
"T20160001469","301900","4164"
"T20160001485","37777","8681"
"T20160001499","57918","5726"
"T20160001531","41224","5968"
"T20160001581","41812","5690"
"T20160001583","44982","9141"
"T20160001584","123473","9451"
"T20160001607","37600","9505"
"T20160001647","46059","101999"
"T20160001777","41936","5772"
"T20160001794","60791","2274"
"T20160001810","38056","9026"
"T20160001832","17614","3095"
"T20160001873","35451","8750"
"T20160001879","68423","5745"
"T20160001902","57544","100891"
"T20160002013","49975","7711"
"T20160002025","48220","8930"
"T20160002029","64725","5147"
"T20160002073","29416","9375"
"T20160002081","37235","9084"
"T20160002090","35642","6766"
"T20160002103","69418","5993"
"T20160002142","40924","5474"
"T20160002147","40925","5580"
"T20160002178","300101","102151"
"T20160002209","221693","5266"
"T20160002212","35642","6766"
"T20160002224","42155","6101"
"T20160002225","49680","7608"
"T20160002267","36123","105642"
"T20160002271","41935","5751"
"T20160002375","57492","9484"
"T20160002385","35662","8601"
"T20160002389","55755","6102"
"T20160002399","49662","7602"
"T20160002453","52860","2313"
"T20160002466","301215","6505"
"T20160002469","49677","7606"
"T20160002488","302909","5623"
"T20160002527","38291","5063"
"T20160002529","29887","1002"
"T20160002535","37250","9339"
"T20160002615","57544","100891"
"T20160002639","299635","5949"
"T20160002648","30002","6047"
"T20160002682","222523","5527"
"T20160002688","42157","6092"
"T20160002722","70008","6150"
"T20160002805","43431","6696"
"T20160002813","301086","3134"
"T20160002818","986","6479"
"T20160002837","43811","5369"
"T20160002858","39562","5325"
"T20160002868","29364","9206"
"T20160002879","299472","9031"
"T20160002881","256274","6049"
"T20160002887","51855","4024"
"T20160002912","91659","5490"
"T20160002915","299517","6580"
"T20160002922","278547","104826"
"T20160002938","281201","4021"
"T20160003008","43287","6470"
"T20160003020","254738","6515"
"T20160003020","254738","6516"
"T20160003030","65402","5228"
"T20160003076","299543","105793"
"T20160003082","299559","8866"
"T20160003085","35642","6766"
"T20160003144","29746","6456"
"T20160003193","291983","8864"
"T20160003199","300917","9029"
"T20160003203","51049","3123"
"T20160003242","299728","5768"
"T20160003265","44195","8863"
"T20160003299","61825","105891"
"T20160003324","37362","8797"
"T20160003330","46197","6203"
"T20160003389","10592","1000"
"T20160003408","36230","9314"
"T20160003455","41843","5710"
"T20160003470","43549","6678"
"T20160003551","39687","101439"
"T20160003563","35472","5195"
"T20160003571","224606","6048"
"T20160003573","41964","5794"
"T20160003602","38688","9300"
"T20160003624","54437","9161"
"T20160003634","53504","100568"
"T20160003652","47193","5826"
"T20160003701","42658","6174"
"T20160003710","49701","7625"
"T20160003713","41466","5775"
"T20160003730","68232","5730"
"T20160003792","70164","6192"
"T20160003793","40075","102167"
"T20160003803","46152","6726"
"T20160003838","41889","5845"
"T20160003865","300019","3041"
"T20160003954","50547","7788"
"T20160003957","251419","6611"
"T20160003972","40","6522"
"T20160003990","300620","8611"
"T20160004004","15430","7805"
"T20160004006","53620","8586"
"T20160004042","41804","5892"
"T20160004094","42744","6221"
"T20160004174","50326","7923"
"T20160004191","37600","9505"
"T20160004289","300155","5792"
"T20160004333","293576","6654"
"T20160004381","48519","9309"
"T20160004407","35389","9383"
"T20160004499","42880","6226"
"T20160004503","37161","9372"
"T20160004617","44637","8979"
"T20160004620","37638","5500"
"T20160004648","70649","6356"
"T20160004668","300305","6425"
"T20160004680","57576","106088"
"T20160004705","301032","104683"
"T20160004736","277168","6789"
"T20160004745","38938","5362"
"T20160004761","33879","1002"
"T20160004765","29396","9329"
"T20160004782","293330","8757"
"T20160004788","228688","6131"
"T20160004807","51775","105710"
"T20160004815","44918","9123"
"T20160004837","67377","5574"
"T20160004840","47919","1001"
"T20160004843","63101","8990"
"T20160004852","478","5254"
"T20160004857","84","5272"
"T20160004894","57401","9016"
"T20160004901","46571","6939"
"T20160004909","62898","8938"
"T20160004948","46085","1000"
"T20160004976","45553","9117"
"T20160005036","53276","8832"
"T20160005082","235110","5977"
"T20160005095","29619","5485"
"T20160005105","45413","9076"
"T20160005110","917","6638"
"T20160005136","32435","5707"
"T20160005138","300809","104428"
"T20160005175","39756","103013"
"T20160005216","42232","6193"
"T20160005224","277792","6420"
"T20160005256","223351","6605"
"T20160005276","63729","9080"
"T20160005284","296595","5272"
"T20160005292","227971","9057"
"T20160005370","44123","103218"
"T20160005387","300798","7982"
"T20160005417","10592","1000"
"T20160005434","46283","9261"
"T20160005466","17632","3139"
"T20160005504","215","100580"
"T20160005505","46519","5510"
"T20160005509","303272","5904"
"T20160005539","50088","7749"
"T20160005550","73661","102966"
"T20160005585","59140","102281"
"T20160005589","300830","6310"
"T20160005622","39775","5202"
"T20160005626","15407","7727"
"T20160005644","228894","1024"
"T20160005694","55175","4265"
"T20160005706","54051","1240"
"T20160005718","301506","9032"
"T20160005737","460","9309"
"T20160005739","35636","1022"
"T20160005740","236115","8761"
"T20160005746","226313","8853"
"T20160005756","50224","7823"
"T20160005810","227113","101320"
"T20160005832","230680","8808"
"T20160005862","44938","9006"
"T20160005879","1178","6541"
"T20160005895","46709","5332"
"T20160005955","251419","6611"
"T20160006001","191416","6435"
"T20160006024","57726","6407"
"T20160006040","54194","5863"
"T20160006047","36214","9298"
"T20160006074","37916","9186"
"T20160006105","37916","9186"
"T20160006140","66274","104098"
"T20160006159","35714","9155"
"T20160006214","54123","1025"
"T20160006220","63621","9071"
"T20160006262","40894","5517"
"T20160006286","38456","5095"
"T20160006324","57655","7751"
"T20160006376","301844","104596"
"T20160006383","30323","8544"
"T20160006407","46481","8844"
"T20160006409","301918","6614"
"T20160006415","38155","9047"
"T20160006429","36610","106114"
"T20160006522","32692","6010"
"T20160006547","35350","105479"
"T20160006564","50959","3084"
"T20160006591","52195","1186"
"T20160006634","783","101099"
"T20160006689","38572","8805"
"T20160006723","10381","1002"
"T20160006793","302781","5650"
"T20160006851","57753","2256"
"T20160006854","30002","6047"
"T20160006858","50177","7795"
"T20160006859","37753","8679"
"T20160006861","66950","5463"
"T20160006866","36610","106114"
"T20160006880","301478","103643"
"T20160006938","44081","6864"
"T20160006971","45344","9059"
"T20160006976","41666","5908"
"T20160007080","301608","9322"
"T20160007091","302906","2203"
"T20160007104","33698","5678"
"T20160007127","57918","5726"
"T20160007148","39730","5153"
"T20160007153","231563","9395"
"T20160007162","301685","7986"
"T20160007178","329","5267"
"T20160007179","39773","102335"
"T20160007189","252224","100404"
"T20160007198","301754","6296"
"T20160007229","256567","5782"
"T20160007230","36950","8790"
"T20160007244","42946","6318"
"T20160007250","301896","101852"
"T20160007298","45175","1280"
"T20160007336","39557","5303"
"T20160007378","43567","6769"
"T20160007402","50326","7923"
"T20160007449","29700","6404"
"T20160007486","478","5254"
"T20160007533","303546","5959"
"T20160007545","42919","6219"
"T20160007548","301989","8630"
"T20160007556","302284","9584"
"T20160007640","55417","1237"
"T20160007658","29619","5485"
"T20160007708","46197","6203"
"T20160007709","41977","5819"
"T20160007712","302545","9355"
"T20160007731","69125","7569"
"T20160007757","57528","5668"
"T20160007764","42147","6172"
"T20160007765","297824","8891"
"T20160007789","37269","101938"
"T20160007800","228894","1024"
"T20160007808","302016","101642"
"T20160007846","50317","7909"
"T20160007863","302627","5692"
"T20160007884","50131","7769"
"T20160007899","46134","6466"
"T20160007929","35638","102085"
"T20160007991","38993","5200"
"T20160008027","41527","103500"
"T20160008046","36797","8602"
"T20160008056","22622","101189"
"T20160008071","46543","1004"
"T20160008096","70139","6184"
"T20160008098","302858","8630"
"T20160008103","37916","9186"
"T20160008136","793","1000"
"T20160008136","793","6086"
"T20160008151","38321","5116"
"T20160008189","304958","100721"
"T20160008204","29386","9210"
"T20160008209","53504","100568"
"T20160008212","303610","5308"
"T20160008228","40894","5517"
"T20160008238","376","102938"
"T20160008262","44918","9123"
"T20160008303","302519","1220"
"T20160008304","43275","6459"
"T20160008313","57357","103176"
"T20160008381","239899","2400"
"T20160008390","252852","8753"
"T20160008445","303864","5605"
"T20160008447","57835","8559"
"T20160008515","224600","105625"
"T20160008559","35862","8776"
"T20160008571","302491","6867"
"T20160008577","308270","105826"
"T20160008618","51343","104058"
"T20160008642","35408","9510"
"T20160008685","49935","7701"
"T20160008698","37471","9070"
"T20160008793","227113","101320"
"T20160008809","62180","8841"
"T20160008813","57655","7751"
"T20160008841","56514","2351"
"T20160008848","32339","100864"
"T20160008861","868","6379"
"T20160008867","10592","1000"
"T20160008876","43510","6671"
"T20160008898","46314","101638"
"T20160008903","35553","100891"
"T20160008927","221437","8715"
"T20160008944","43643","6466"
"T20160008954","225494","5714"
"T20160008957","43037","102225"
"T20160008965","304309","8672"
"T20160008980","15407","7727"
"T20160009006","10592","1000"
"T20160009032","29435","8803"
"T20160009060","57757","104770"
"T20160009080","45881","1030"
"T20160009113","41804","5892"
"T20160009177","793","1000"
"T20160009177","793","6086"
"T20160009178","37788","5457"
"T20160009186","37753","8679"
"T20160009262","54453","9413"
"T20160009285","37600","9505"
"T20160009288","36797","8602"
"T20160009302","44463","7708"
"T20160009348","32382","5669"
"T20160009364","300809","104428"
"T20160009371","221489","106069"
"T20160009383","36515","104474"
"T20160009394","263908","6030"
"T20160009394","263908","105834"
"T20160009412","303095","6723"
"T20160009442","329","5267"
"T20160009450","302910","1279"
"T20160009456","41874","5821"
"T20160009469","302865","6379"
"T20160009481","306435","6441"
"T20160009522","306319","103486"
"T20160009587","50959","3084"
"T20160009610","251622","6495"
"T20160009615","56532","5849"
"T20160009642","305087","9121"
"T20160009655","57576","106088"
"T20160009736","249380","8752"
"T20160009788","35346","9475"
"T20160009791","233735","6019"
"T20160009797","36693","9262"
"T20160009799","46278","5884"
"T20160009817","293454","8856"
"T20160009859","44382","9567"
"T20160009883","263961","100929"
"T20160009885","43143","6272"
"T20160009952","36768","101111"
"T20160009970","53504","100568"
"T20160009997","40910","5624"
"T20160010001","48143","9280"
"T20160010023","287895","106074"
"T20160010117","57726","6407"
"T20160010237","69513","101319"
"T20160010255","243974","8803"
"T20160010258","65993","5311"
"T20160010273","1190","100334"
"T20160010312","70569","6339"
"T20160010318","329","5267"
"T20160010332","52857","2306"
"T20160010349","38864","5207"
"T20160010372","43049","6326"
"T20160010373","1016","6592"
"T20160010400","29364","9206"
"T20160010403","306293","6409"
"T20160010422","52494","1024"
"T20160010485","41588","5840"
"T20160010507","221398","8655"
"T20160010558","11397","8967"
"T20160010559","50710","8006"
"T20160010585","10410","9005"
"T20160010621","10592","1000"
"T20160010707","50643","7974"
"T20160010736","311019","7690"
"T20160010815","578","106098"
"T20160010826","303520","1117"
"T20160010854","305677","106089"
"T20160010863","50014","7724"
"T20160010865","42767","6225"
"T20160010894","55848","5337"
"T20160010918","36197","101788"
"T20160010957","36135","104544"
"T20160010959","240323","5542"
"T20160010969","57648","6672"
"T20160011013","43935","106073"
"T20160011032","25939","8838"
"T20160011042","42197","6153"
"T20160011065","10581","6522"
"T20160011067","39775","5202"
"T20160011084","50283","7890"
"T20160011107","35472","5195"
"T20160011124","52205","1192"
"T20160011154","36419","8780"
"T20160011191","305789","1224"
"T20160011191","305789","106091"
"T20160011207","67834","103614"
"T20160011234","65149","5189"
"T20160011242","38203","9075"
"T20160011304","45881","1030"
"T20160011327","64351","101985"
"T20160011336","46148","8929"
"T20160011341","48120","5363"
"T20160011369","303817","9216"
"T20160011377","63914","9102"
"T20160011393","11835","6383"
"T20160011417","52773","2249"
"T20160011446","54763","9022"
"T20160011447","15268","4302"
"T20160011458","45830","7696"
"T20160011492","15443","100568"
"T20160011525","39492","5194"
"T20160011528","32496","101811"
"T20160011624","54837","3150"
"T20160011640","48492","9163"
"T20160011707","274498","6576"
"T20160011710","54586","6156"
"T20160011734","306002","6230"
"T20160011747","45033","9188"
"T20160011752","51865","4090"
"T20160011811","304121","9244"
"T20160011815","29375","9241"
"T20160011833","29464","9498"
"T20160011870","14250","5488"
"T20160011891","36693","9262"
"T20160011926","33419","7734"
"T20160011939","304134","7591"
"T20160011956","169","9305"
"T20160011965","47172","100199"
"T20160011994","45881","1030"
"T20160012002","221370","3155"
"T20160012055","308118","8612"
"T20160012067","53343","1026"
"T20160012103","50226","7826"
"T20160012147","163","9195"
"T20160012149","41364","5894"
"T20160012154","239799","9257"
"T20160012219","46712","102988"
"T20160012230","44443","7666"
"T20160012251","292914","100372"
"T20160012270","37916","9186"
"T20160012292","49649","7597"
